author_name,author_id,gender,affiliation,seniority,nb_publi,pub_rate,first_author_por,avg_coauthor
Yuting Liu,1389,,,12,20,1.67,45,4.7
Tao Qin,1390,,,17,186,10.94,20,4.97
Zhiming Ma,1391,,Academy of Mathematics and Systems Science Chinese Academy of Sciences,14,33,2.36,0,7.0
Hang Li,1392,,Huawei Technologies Noah's Ark Laboratories Hong Kong,23,180,7.83,12,4.21
Huaiyu Zhu,1393,,IBM Research - Almaden San Jose CA USA,24,28,1.17,25,6.32
Sriram Raghavan,1394,,,20,51,2.55,41,4.25
Shivakumar Vaithyanathan,1395,,,27,49,1.81,22,5.1
Shenghua Bao,1396,,,14,46,3.29,24,6.28
Xiaoyuan Wu,1397,,,18,16,0.89,31,4.0
Ben Fei,1398,male,,12,6,0.5,0,6.33
Zhong Su,1399,,,19,90,4.74,16,5.33
Ewa Dominowska,1400,female,,12,2,0.17,50,2.5
Robert Ragno,1401,male,,14,5,0.36,20,3.2
Christian Borgs,1402,male,Microsoft Research,20,93,4.65,57,4.76
Jennifer T. Chayes,1403,female,Microsoft Research,20,88,4.4,3,4.84
Nicole Immorlica,1404,female,Microsoft Research,16,128,8.0,30,3.91
Mohammad Mahdian,1405,male,,20,106,5.3,25,3.49
Jiahui Liu,1406,,,12,32,2.67,44,4.06
Larry Birnbaum,1407,male,Northwestern University Illinois USA,40,70,1.75,21,3.76
Gang Luo,1408,,University of Wisconsin USA,28,112,4.0,59,3.46
Zhicheng Dou,1409,male,Renmin University of China,12,40,3.33,20,5.08
Ruihua Song,1410,female,Microsoft Research Bejing China,17,66,3.88,21,5.21
Yabo Xu,1411,,,17,32,1.88,25,4.38
Ke Wang,1412,,Simon Fraser University Burnaby BC Canada,20,111,5.55,23,4.01
Benyu Zhang,1413,,Microsoft Research,15,49,3.27,6,5.88
Trevor Jim,1414,male,,30,40,1.33,33,3.35
Nikhil Swamy,1415,male,,16,51,3.19,27,5.92
Helen J. Wang,1416,female,Microsoft Research,22,56,2.55,23,4.95
Bo Pang,1417,male,,17,93,5.47,40,3.99
Jason I. Hong,1418,male,Carnegie Mellon University Pittsburgh USA,22,139,6.32,11,4.56
Norman M. Sadeh,1419,male,Carnegie Mellon University Pittsburgh PA USA,30,138,4.6,11,5.04
Tao Xie,1420,,,14,148,10.57,18,3.91
Vladimir Kolovski,1421,male,,14,12,0.86,50,3.92
Bijan Parsia,1422,male,University of Manchester UK,18,190,10.56,8,3.67
Shriram Krishnamurthi,1423,,Brown University Computer Science Department Providence USA,23,167,7.26,17,3.51
Joshua D. Guttman,1424,male,The MITRE Corporation Bedford MA USA,31,92,2.97,46,2.64
Fabian M. Suchanek,1425,male,Télécom ParisTech Paris France,13,98,7.54,28,3.57
Gjergji Kasneci,1426,male,,12,49,4.08,27,3.92
Xiang Zhang,1427,,,37,303,8.19,40,4.42
Bernardo Cuenca Grau,1428,male,University of Oxford UK,15,169,11.27,31,4.2
Ulrike Sattler,1429,female,University of Manchester,24,219,9.12,4,3.38
David R. Karger,1430,male,MIT Cambridge US,28,240,8.57,30,3.63
Robert C. Miller,1431,male,MIT CSAIL Cambridge MA USA,23,137,5.96,10,4.43
Jean-Sebastien Brunner,1432,male,,15,6,0.4,67,4.5
Li Ma,1433,,IBM China Research Lab Beijing China,15,24,1.6,17,6.83
Chen Wang,1434,,IBM China Research Laboratory Beijing China,12,9,0.75,0,7.22
Yue Pan,1435,,,22,94,4.27,28,5.84
Kavitha Srinivas,1436,female,,15,44,2.93,7,6.32
Danushka Bollegala,1437,,,14,114,8.14,43,3.31
Kalina Bontcheva,1438,female,University of Sheffield England UK,23,163,7.09,15,4.14
Axel Polleres,1439,male,Vienna University of Economics and Business Austria,20,198,9.9,14,4.28
Kemafor Anyanwu,1440,,,17,46,2.71,22,2.96
Angela Maduko,1441,female,,15,9,0.6,33,3.44
Boris Motik,1442,male,University of Oxford UK,17,147,8.65,30,3.53
Renaud Delbru,1443,male,,13,25,1.92,16,4.16
Thanh Tran,1444,,Karlsruhe Institute of Technology Germany,13,68,5.23,28,3.93
Yong-Yeol Ahn,1445,male,,12,43,3.58,5,3.81
Haewoon Kwak,1446,,Qatar Computing Research Institute,12,79,6.58,28,4.15
Sue B. Moon,1447,female,,22,71,3.23,6,4.35
Siegfried Handschuh,1448,male,University of Passau Germany,22,183,8.32,13,4.15
Jeffrey Erman,1449,male,,13,27,2.08,48,5.3
Anirban Mahanti,1450,,ERNET India,19,93,4.89,8,4.35
Martin F. Arlitt,1451,male,Hewlett Packard Enterprise Labs Calgary Canada,23,93,4.04,19,3.96
Dinan Gunawardena,1452,,,16,19,1.19,21,4.26
Oscar Diaz,1453,male,,29,150,5.17,47,2.83
Boualem Benatallah,1454,,University of New South Wales Sydney Australia,23,296,12.87,15,4.22
Regis Saint-Paul,1455,male,,17,33,1.94,18,4.24
Fabio Casati,1456,male,,24,259,10.79,22,4.5
Rui Li,1457,male,,20,465,23.25,35,4.46
Hamid R. Motahari Nezhad,1458,male,,15,99,6.6,35,5.55
Radu Jurca,1459,male,,17,34,2.0,65,2.53
Boi Faltings,1460,male,Swiss Federal Institute of Technology in Lausanne Switzerland,34,301,8.85,17,2.78
Walter Binder,1461,male,University of Lugano Switzerland,18,232,12.89,26,3.79
Steffen Lamparter,1462,male,,15,63,4.2,19,6.22
Stephan Grimm,1463,male,,15,41,2.73,44,4.22
John Harney,1464,male,,13,14,1.08,64,5.71
Prashant Doshi,1465,male,University of Georgia Athens USA,16,132,8.25,20,3.54
Birgitta Konig-Ries,1466,female,University of Jena Germany,22,169,7.68,14,3.73
Mirco Stern,1467,male,,12,9,0.75,56,4.0
Chong Sun,1468,,,13,38,2.92,53,14.5
Chee Yong Chan,1469,,National University of Singapore (NUS),27,77,2.85,40,3.22
Haifeng Jiang,1470,,,18,32,1.78,44,4.53
Howard Ho,1471,male,,33,104,3.15,23,5.02
Lucian Popa,1472,male,IBM Almaden Research Center San Jose CA USA,22,60,2.73,10,4.78
Wook-Shin Han,1473,male,Pohang University of Science and Technology South Korea,19,84,4.42,28,4.67
Raymond K. Wong,1474,male,,24,201,8.38,11,3.74
Leonid Libkin,1475,male,University of Edinburgh UK,30,234,7.8,36,2.88
Lan Nie,1476,,,14,12,0.86,67,4.33
Seyda Ertekin,1477,,,14,26,1.86,35,3.38
Yang Sun,1478,,,14,135,9.64,56,3.89
Ziming Zhuang,1479,,,15,19,1.27,42,3.95
Philip O'Brien,1480,male,,14,5,0.36,60,7.2
Tony Abou-Assaleh,1481,male,,17,13,0.76,69,3.31
Nan Liu,1482,female,,14,136,9.71,32,4.07
Amruta Joshi,1483,,,13,6,0.46,50,4.5
Benjamin Reed,1484,male,,23,29,1.26,14,4.21
Yiqun Liu,1485,female,Facebook California USA,17,215,12.65,15,5.41
Yupeng Fu,1486,,,14,13,0.93,77,4.85
Min Zhang,1487,,Tsinghua University Department of Computer Science and Technology Beijing China,19,170,8.95,4,5.31
Shaoping Ma,1488,,,19,198,10.42,1,5.23
Liyun Ru,1489,,,16,42,2.62,7,5.17
Ying Liu,1490,,Pennsylvania State University University Park PA USA,13,14,1.08,86,4.21
Kun Bai,1491,,,14,53,3.79,28,4.45
Keke Cai,1492,,,15,28,1.87,64,5.11
Jiajun Bu,1493,,Zhejiang University Zhejiang Provincial Key Laboratory of Service Robot Hangzhou China,18,346,19.22,4,5.13
Chun Chen,1494,,,30,444,14.8,6,4.87
Kangmiao Liu,1495,,,13,13,1.0,23,5.15
Wei Chen,1496,,Zhejiang University College of Computer Science China,15,13,0.87,38,4.92
Bernard J. Jansen,1497,male,Qatar Computing Research institute Doha Qatar,22,214,9.73,40,3.17
Ying Zhang,1498,,,28,744,26.57,35,4.5
Yizhou Sun,1499,female,Northeastern University Boston USA,12,130,10.83,17,4.99
Ning Liu,1500,,Microsoft Research Asia Beijing China,15,42,2.8,26,6.29
Shuicheng Yan,1501,,National University of Singapore Department of Electrical and Computer Engineering,17,704,41.41,5,5.14
Danielle L. Booth,1502,female,,12,9,0.75,0,3.33
Yu Hirate,1503,,,13,16,1.23,19,4.06
Hayato Yamana,1504,male,,31,73,2.35,10,3.33
Valentin Jijkoun,1505,male,,16,54,3.38,52,4.26
Maarten Marx,1506,male,University of Amsterdam Netherlands,24,138,5.75,30,3.28
Peng Huang,1507,,,19,88,4.63,39,4.2
Zhiming Kang,1508,,,12,3,0.25,33,5.0
Ye Wang,1509,,,20,344,17.2,36,3.85
Sheng Huang,1510,,,17,130,7.65,50,4.38
Xiaoling Wang,1511,,,17,160,9.41,23,4.19
Aoying Zhou,1512,,,25,382,15.28,7,4.58
Yang Song,1513,,,20,322,16.1,51,4.24
Jian Huang,1514,,Pennsylvania State University,13,18,1.38,44,4.39
Kumar Chellapilla,1515,male,,22,40,1.82,47,2.75
Anton Mityagin,1516,male,,17,23,1.35,13,2.96
Maya Ramanath,1517,female,IIT Delhi India,19,53,2.79,15,3.81
Hsiao-Wuen Hon,1518,,Microsoft Research Asia Beijing China,30,54,1.8,19,5.43
Zenglin Xu,1519,,,15,99,6.6,21,4.66
Hao Yang,1520,,,25,217,8.68,30,4.84
Xing Wei,1521,,,17,82,4.82,44,4.38
Jinlin Chen,1522,,University of Pittsburgh Pennsylvania USA,19,28,1.47,54,3.11
Terry Cook,1523,male,,24,11,0.46,18,2.45
Ioannis Anagnostopoulos,1524,male,,18,117,6.5,30,3.75
Neel Sundaresan,1525,female,,29,72,2.48,22,3.06
Kavita Ganesan,1526,female,,14,14,1.0,56,3.21
Sara Cohen,1527,female,Hebrew University of Jerusalem Israel,21,74,3.52,81,2.72
Carmel Domshlak,1528,male,Technion - Israel Institute of Technology Haifa Israel,22,107,4.86,32,2.84
Naama Zwerdling,1529,female,,12,14,1.17,7,6.43
Gleb Skobeltsyn,1530,male,,14,14,1.0,43,4.79
Toan Luu,1531,male,,13,12,0.92,8,5.33
Karl Aberer,1532,male,Swiss Federal Institute of Technology in Lausanne Switzerland,29,434,14.97,22,3.76
Martin Rajman,1533,male,,22,58,2.64,9,4.5
Ivana Podnar Zarko,1534,female,,21,57,2.71,23,4.35
Jun Yan,1535,male,Microsoft Research Asia Beijing China,15,85,5.67,24,5.78
Nitin Jindal,1536,,,14,12,0.86,67,2.83
Bing Liu,1537,,University of Illinois at Chicago Department of Computer Science IL USA,31,217,7.0,26,3.38
Xiaoping Sun,1538,,,14,53,3.79,28,3.25
Paul Compton,1539,male,University of New South Wales Sydney Australia,34,98,2.88,13,3.6
Mukesh Dalal,1540,male,,31,21,0.68,76,2.1
Daniel E. Rose,1541,male,,30,13,0.43,85,2.54
Raj Gopal Prasad Kantamneni,1542,male,,12,4,0.33,25,2.5
Benjamin M. Good,1543,male,Scripps Research Institute San Diego CA USA,20,39,1.95,49,4.77
Mark D. Wilkinson,1544,male,,18,71,3.94,17,7.35
Zhenglu Yang,1545,,,15,66,4.4,20,4.53
Lin Li,1546,female,Wuhan University of Technology China,12,28,2.33,56,3.96
Brian Keith Smith,1547,male,,17,6,0.35,17,2.83
Christian Kohlschutter,1548,male,,14,9,0.64,67,2.67
Nikolai Buzikashvili,1549,male,,17,10,0.59,100,1.0
Kent E. Seamons,1550,male,Brigham Young University Provo Utah USA,25,83,3.32,16,4.65
Craig Sayers,1551,male,,27,17,0.63,35,4.24
Jiangang Ma,1552,,,14,36,2.57,33,4.42
Jinli Cao,1553,,,20,81,4.05,1,3.12
Yanchun Zhang,1554,,,29,335,11.55,10,4.0
Satoshi Sekine,1555,male,New York University USA,32,80,2.5,30,3.4
Kimberly Keeton,1556,female,Hewlett Packard Enterprise Labs Palo Alto CA USA,26,57,2.19,37,5.21
Arif Merchant,1557,male,,28,69,2.46,28,4.35
Mustafa Uysal,1558,male,,25,36,1.44,17,5.28
Melike Sah,1559,female,Trinity College Dublin Ireland,15,23,1.53,83,2.3
Marco Brambilla,1560,male,Politecnico di Milano Dipartimento di Elettronica e Informazione Italy,17,202,11.88,49,4.11
Rama Akkiraju,1561,male,,21,61,2.9,28,5.23
Christina Tziviskou,1562,female,,14,22,1.57,18,4.5
Johan Bollen,1563,male,Old Dominion University Norfolk Virginia USA,21,102,4.86,42,3.68
Marko A. Rodriguez,1564,male,University of California Santa Cruz USA,15,73,4.87,81,2.29
Herbert Van de Sompel,1565,male,Los Alamos National Laboratory NM USA,25,158,6.32,22,3.84
Hao Su,1566,,,13,112,8.62,15,6.11
Hui Zhang,1567,,Beihang University School of Computer Science and Engineering Beijing China,13,51,3.92,14,4.39
Ke Xu,1568,,Beihang University Department of Computer Science and Engineering China,19,133,7.0,8,3.97
Qiudan Li,1569,,,14,51,3.64,12,3.73
Chunheng Wang,1570,,,19,126,6.63,3,4.29
Guanggang Geng,1571,,,12,47,3.92,26,4.34
Ruwei Dai,1572,,,25,56,2.24,2,3.64
Xuanzhe Liu,1573,male,Peking University China,14,100,7.14,24,5.14
Gang Huang,1574,,Peking University,16,163,10.19,12,4.86
Hong Mei,1575,,,22,310,14.09,15,4.24
Eyhab Al-Masri,1576,,,13,30,2.31,87,2.13
Qusay H. Mahmoud,1577,male,University of Ontario Institute of Technology Oshawa ON Canada,20,160,8.0,34,2.37
Huaigu Wu,1578,,,15,17,1.13,47,3.35
Jianwen Su,1579,,University of California Santa Barbara USA,33,167,5.06,10,3.49
Ismail Ari,1580,male,,17,46,2.71,28,4.48
Riddhiman Ghosh,1581,,,12,20,1.67,25,5.05
Mohamed Dekhil,1582,male,,26,30,1.15,17,4.27
Yutaka Yanagisawa,1583,male,,24,37,1.54,19,4.41
Takeshi Okadome,1584,male,,21,42,2.0,28,4.45
Nilesh Bansal,1585,,University of Toronto Canada,12,10,0.83,50,3.2
Nick Koudas,1586,male,University of Toronto Canada,23,170,7.39,18,3.59
Jie Tang,1587,,Tsinghua University Department of Computer Science and Technology Beijing China,16,321,20.06,15,4.76
Jing Zhang,1588,,IBM,12,34,2.83,38,5.59
Qiong Luo,1589,,Hong Kong University of Science and Technology Department of Computer Science and Engineering Hong Kong,19,132,6.95,9,4.51
Yunhao Liu,1590,,Tsinghua University School of Software / TNList Beijing China,16,460,28.75,6,4.98
Meng Chang Chen,1591,,,31,140,4.52,6,3.51
Wei Wei,1592,,,26,485,18.65,32,4.58
Tomoharu Iwata,1593,,,15,105,7.0,37,3.77
Takeshi Yamada,1594,male,Australian National University Australia,28,121,4.32,17,5.15
Tye Rattenbury,1595,male,,16,11,0.69,45,3.64
Varsha Apte,1596,female,,16,32,2.0,28,2.56
Ling Chen,1597,,University of Hannover L3S Research Center Germany,15,17,1.13,82,3.0
Aidan Hogan,1598,male,Universidad de Chile,12,90,7.5,23,3.73
Jurgen Umbrich,1599,male,Vienna University of Economics and Business Austria,13,62,4.77,28,4.21
Yue Shi,1600,,,15,94,6.27,43,4.59
Xin Li,1601,,,26,800,30.77,35,4.46
Zhi-Hong Deng,1602,,,17,108,6.35,31,3.69
Lei Ji,1603,,,15,52,3.47,13,5.5
Weiguo Fan,1604,,Virginia Tech Blacksburg VA USA,22,151,6.86,13,4.74
Michal Tvarozek,1605,male,,13,23,1.77,56,2.87
Maria Bielikova,1606,female,Slovak University of Technology in Bratislava,24,230,9.58,17,2.83
Leo Spalteholz,1607,male,,12,5,0.42,60,3.6
Kin Fun Li,1608,,,13,72,5.54,28,2.64
Nigel Livingston,1609,male,,12,6,0.5,0,3.67
Akimichi Tanaka,1610,,,13,12,0.92,0,4.42
David Gotz,1611,male,,20,57,2.85,37,4.81
Mir Sadek Ali,1612,male,,13,9,0.69,100,3.67
Mariano P. Consens,1613,male,University of Toronto Canada,30,77,2.57,47,3.25
Flavio Rizzolo,1614,male,,18,25,1.39,20,3.52
Denilson Barbosa,1615,,University of Alberta Edmonton Canada,20,82,4.1,32,3.5
Jianhua Feng,1616,,,19,167,8.79,10,4.19
Na Ta,1617,,,14,18,1.29,33,4.94
Guoliang Li,1618,male,Tsinghua University Department of Computer Science TNList Beijing China,14,198,14.14,25,4.45
Felix Michel,1619,male,,12,13,1.08,31,3.92
Lipyeow Lim,1620,male,University of Hawaii,18,50,2.78,32,3.88
Jinpeng Huai,1621,,,27,132,4.89,11,4.46
Xiaodong Zhang,1622,,The Ohio State University,28,243,8.68,15,3.95
Qi Li,1623,,,30,443,14.77,32,4.32
Zhiwei Li,1624,,,15,146,9.73,19,5.22
Mikhail Bilenko,1625,male,Microsoft Research,16,24,1.5,46,3.04
Ariel Fuxman,1626,male,Microsoft Research,19,44,2.32,41,4.27
Panayiotis Tsaparas,1627,male,,18,63,3.5,5,3.62
Rakesh Agrawal,1628,male,Data Insights Laboratories San Jose CA USA,36,235,6.53,69,3.87
Xiaoxun Zhang,1629,,,16,23,1.44,39,4.91
Honglei Guo,1630,,,15,18,1.2,44,5.67
Zhili Guo,1631,,,11,16,1.45,25,5.44
Yunbo Cao,1632,,,17,47,2.76,19,4.96
Huizhong Duan,1633,,,13,19,1.46,57,4.21
Chin-Yew Lin,1634,,,24,127,5.29,13,4.48
Xuan Hieu Phan,1635,,,15,21,1.4,43,3.95
Deng Cai,1636,,Zhejiang University China,16,216,13.5,20,4.62
Duo Zhang,1637,,University of Illinois at Urbana-Champaign Department of Computer Science IL USA,14,19,1.36,42,5.21
Ivan Titov,1638,male,,14,76,5.43,28,2.79
Yue Lu,1639,,,20,193,9.65,36,3.81
Chengxiang Zhai,1640,,University of Illinois USA,29,345,11.9,9,3.64
Chuan Xiao,1641,,,13,52,4.0,13,4.44
Wei Wang,1642,,The University of New South Wales School of Computer Science and Engineering Australia,18,119,6.61,9,4.45
Xuemin Lin,1643,male,UNSW Australia,30,338,11.27,13,4.31
Jeffrey Xu Yu,1644,male,Chinese University of Hong Kong Hong Kong,26,469,18.04,7,4.02
Shenghuo Zhu,1645,,,17,141,8.29,6,4.28
Kai Yu,1646,male,Baidu Inc. Institute of Deep Learning Beijing China,18,80,4.44,34,4.16
Joydeep Ghosh,1647,,,32,289,9.03,7,3.1
Uriel Feige,1648,male,Weizmann Institute of Science Israel,32,240,7.5,78,2.6
Vahab S. Mirrokni,1649,,Google Research New York City USA,19,223,11.74,11,4.0
Hamid Nazerzadeh,1650,male,Stanford University USA,14,39,2.79,15,3.26
Amin Saberi,1651,male,,19,115,6.05,2,3.59
Jason D. Hartline,1652,male,Northwestern University Evanston Department of Electrical Engineering and Computer Science,18,100,5.56,26,3.27
Mukund Sundararajan,1653,,,15,59,3.93,22,3.07
Abraham D. Flaxman,1654,male,Carnegie Mellon University Pittsburgh USA,16,50,3.12,68,3.2
Moshe Tennenholtz,1655,male,Technion - Israel Institute of Technology Haifa Israel,31,278,8.97,9,2.76
Nicolas Christin,1656,male,Carnegie Mellon University Pittsburgh USA,18,110,6.11,15,4.78
Anindya Ghose,1657,,,17,78,4.59,45,2.82
Massimiliano Ciaramita,1658,male,,19,52,2.74,28,4.04
Vanessa Murdock,1659,female,,18,55,3.06,27,4.49
Vassilis Plachouras,1660,,,17,70,4.12,43,3.67
Bhuvan Bamba,1661,,,15,26,1.73,46,4.08
Ling Liu,1662,,Georgia Institute of Technology Atlanta USA,26,398,15.31,19,3.69
Peter Pesti,1663,male,,13,8,0.62,38,4.5
Ting Wang,1664,male,Lehigh University Bethlehem PA USA,11,36,3.27,47,4.78
Yu Zheng,1665,,Microsoft Research Asia Beijing China,12,102,8.5,19,4.91
Xing Xie,1666,,Microsoft Research Asia Beijing China,17,246,14.47,7,4.82
Jeonghee Yi,1667,female,,20,16,0.8,75,2.69
Jan O. Pedersen,1668,male,Yahoo!,29,48,1.66,8,3.44
Dejun Jiang,1669,,,13,20,1.54,25,4.15
Chi-Hung Chi,1670,,,31,203,6.55,26,3.52
Seungjoon Lee,1671,,,19,68,3.58,31,4.68
Jacobus E. van der Merwe,1672,male,University of Utah Salt Lake City Utah USA,22,84,3.82,7,4.75
Lyndon S. Kennedy,1673,male,,15,18,1.2,44,4.11
Yushi Jing,1674,male,,14,23,1.64,56,4.83
Ming Dong,1675,,,20,152,7.6,18,3.47
Borkur Sigurbjornsson,1676,,,17,36,2.12,36,3.39
Roelof van Zwol,1677,male,Yahoo Research,21,58,2.76,45,3.69
Atsushi Fujii,1678,male,,23,116,5.04,59,2.92
Bin Tan,1679,,,21,41,1.95,41,5.56
Fuchun Peng,1680,,,18,47,2.61,36,3.57
Nivio Ziviani,1681,,Federal University of Minas Gerais Belo Horizonte Brazil,37,123,3.32,7,4.2
Hang Li,1682,,,28,156,5.57,33,4.51
Xu-Dong Zhang,1683,,,18,29,1.61,7,4.79
De-Sheng Wang,1684,,,12,7,0.58,0,5.71
Deepak Agarwal,1685,male,,15,75,5.0,53,3.92
Vanja Josifovski,1686,,,25,96,3.84,15,4.72
Dmitri Loguinov,1687,male,Texas A&M University College Station Texas USA,21,108,5.14,11,2.89
Rui Cai,1688,male,,16,62,3.88,26,4.71
Jiang-Ming Yang,1689,,Microsoft Research,14,21,1.5,28,5.24
Wei Lai,1690,,,24,94,3.92,26,3.65
Yida Wang,1691,,,16,37,2.31,59,6.24
Canhui Wang,1692,,,15,11,0.73,73,3.36
Jiang Bian,1693,male,Microsoft Research California USA,12,134,11.17,25,5.12
Yandong Liu,1694,,,11,19,1.73,37,3.79
Eugene Agichtein,1695,male,Emory University Atlanta GA USA,21,126,6.0,24,3.29
Jonathan Koren,1696,male,,12,4,0.33,50,4.0
Yi Zhang,1697,,University of California Santa Cruz,19,54,2.84,22,2.59
Xue Liu,1698,,,16,164,10.25,12,4.6
Mohammad Mannan,1699,male,Concordia University Montreal Canada,15,50,3.33,32,2.82
Bhaskar Mehta,1700,male,,15,20,1.33,65,3.2
Ajay Chander,1701,male,,18,28,1.56,46,3.82
Hiroshi Inamura,1702,male,,30,51,1.7,12,4.45
Adam Barth,1703,male,,15,31,2.07,57,3.68
Rui Guo,1704,male,,18,130,7.22,36,4.45
Bin B. Zhu,1705,,Microsoft Research Asia Beijing China,24,49,2.04,39,3.92
Aimin Pan,1706,,,14,9,0.64,11,4.33
Jianfeng Du,1707,,,18,48,2.67,67,3.73
Yi-Dong Shen,1708,,,27,102,3.78,32,3.52
Steffen Staab,1709,male,University of Koblenz-Landau Germany,24,384,16.0,15,4.14
Abraham Bernstein,1710,male,University of Zurich Switzerland,24,154,6.42,19,3.76
Christoph Kiefer,1711,male,,14,15,1.07,47,3.33
Octavian Udrea,1712,male,,14,39,2.79,28,4.36
V. S. Subrahmanian,1713,,University of Maryland College Park USA,32,356,11.12,12,3.41
Sergej Sizov,1714,male,University of Düsseldorf Germany,18,64,3.56,31,2.94
Duc Thanh Tran,1715,male,Karlsruhe Institute of Technology Germany,13,68,5.23,28,3.93
Fei Wu,1716,male,Google Research Mountain View CA USA,15,19,1.27,42,4.74
Vicenc Gomez,1717,male,,13,56,4.31,34,3.59
Andreas Kaltenbrunner,1718,male,,13,67,5.15,18,4.43
Eytan Bakshy,1719,male,,11,23,2.09,52,3.48
Lei Guo,1720,,Ohio State University,16,41,2.56,37,4.59
Yihong Eric Zhao,1721,,,11,8,0.73,0,5.25
Yu-Ru Lin,1722,,,17,113,6.65,34,4.05
Hari Sundaram,1723,male,Arizona State University Tempe Arizona USA,22,133,6.05,14,3.75
Michael W. Mahoney,1724,male,University of California Berkeley Department of Statistics,16,191,11.94,12,3.71
Shuyi Zheng,1725,,,13,11,0.85,64,4.09
Haixun Wang,1726,,Google,21,253,12.05,16,4.2
Ning Gu,1727,,,22,133,6.05,11,4.44
Yiming Liu,1728,,,12,66,5.5,57,4.55
Franca Garzotto,1729,female,,32,156,4.88,42,4.08
Roxana Geambasu,1730,female,University of Washington Seattle Washington USA,12,26,2.17,31,5.42
Alexander Moshchuk,1731,male,,13,20,1.54,20,5.55
Henry M. Levy,1732,male,University of Washington Seattle Washington USA,43,119,2.77,4,3.94
Zahir Tari,1733,male,,28,245,8.75,14,3.64
Anton Riabov,1734,male,,18,46,2.56,17,4.57
Eric Bouillet,1735,male,,22,46,2.09,41,5.3
Zhen Liu,1736,,Nokia Research Center Beijing China,29,111,3.83,30,4.03
Anand Ranganathan,1737,male,,21,76,3.62,28,3.91
Cesare Pautasso,1738,male,,18,171,9.5,26,3.46
Frank Leymann,1739,male,University of Stuttgart Germany,30,456,15.2,10,4.26
Florian Rosenberg,1740,male,,14,55,3.93,24,4.91
Schahram Dustdar,1741,,TU Wien Vienna Austria,24,633,26.38,13,4.21
Geert Jan Bex,1742,male,,25,18,0.72,72,3.78
Wouter Gelade,1743,male,,12,24,2.0,71,3.0
Frank Neven,1744,male,Hasselt University Diepenbeek Belgium,22,131,5.95,28,3.6
Stijn Vansummeren,1745,male,Université libre de Bruxelles Belgium,17,81,4.76,9,4.1
Xiaoying Wu,1746,,,18,52,2.89,42,4.21
Stefanos Souldatos,1747,male,,13,10,0.77,20,4.9
Dimitri Theodoratos,1748,male,New Jersey Institute of Technology Newark USA,28,81,2.89,43,3.0
Theodore Dalamagas,1749,male,,22,76,3.45,20,5.53
Timos K. Sellis,1750,male,Swinburne University of Technology Melbourne School of School of Software and Electrical Engineering Australia,35,315,9,12,3.93
Ramadhana Bramandia,1751,,,11,5,0.45,60,3.6
Byron Choi,1752,male,Hong Kong Baptist University Hong Kong,17,84,4.94,8,4.42
Wee Keong Ng,1753,,Nanyang Technological University Singapore,25,218,8.72,6,3.35
Mingzhu Wei,1754,,,13,11,0.85,55,3.91
Elke A. Rundensteiner,1755,female,,31,391,12.61,8,3.69
Murali Mani,1756,,,21,62,2.95,28,3.11
